gene_id,UniProtEntry,Uniprot Entry,Uniprot Entry name,Gene names,Protein names,HGNC ID,HGNC_Symbol,Approved name,IDG dark kinase,Kinhub Kinase,Manning Kinase,Group,Family,Uniprot_kinaseactivity,PfamDomain,DomainStart,DomainEnd,ProKinO,Fold_Annotation,Fold,Annotation_Score,INDRA_network,Pseudokinase
23235,sp|Q9H0K1|SIK2_HUMAN,Q9H0K1,SIK2_HUMAN,SIK2 KIAA0781 QIK SNF1LK2,Serine/threonine-protein kinase SIK2 (EC 2.7.11.1) (Qin-induced kinase) (Salt-inducible kinase 2) (SIK-2) (Serine/threonine-protein kinase SNF1-like kinase 2),HGNC:21680,SIK2,salt inducible kinase 2,0,1,1,CAMK,CAMKL,1,Pkinase,20.0,271.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.740372137,http://ndexbio.org/#/network/08a03d3b-5d99-11ea-bfdc-0ac135e8bacf,0
23387,sp|Q9Y2K2|SIK3_HUMAN,Q9Y2K2,SIK3_HUMAN,SIK3 KIAA0999 QSK L19,Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK),HGNC:29165,SIK3,SIK family kinase 3,0,1,1,CAMK,CAMKL,1,Pkinase,66.0,317.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.434172029,http://ndexbio.org/#/network/0f881f61-5d99-11ea-bfdc-0ac135e8bacf,0
9748,sp|Q9H2G2|SLK_HUMAN,Q9H2G2,SLK_HUMAN,SLK KIAA0204 STK2,STE20-like serine/threonine-protein kinase (STE20-like kinase) (hSLK) (EC 2.7.11.1) (CTCL tumor antigen se20-9) (STE20-related serine/threonine-protein kinase) (STE20-related kinase) (Serine/threonine-protein kinase 2),HGNC:11088,SLK,STE20 like kinase,0,1,1,STE,STE20,1,Pkinase,34.0,292.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.961045549,http://ndexbio.org/#/network/16d7eb15-5d99-11ea-bfdc-0ac135e8bacf,0
54861,sp|Q9NRH2|SNRK_HUMAN,Q9NRH2,SNRK_HUMAN,SNRK KIAA0096 SNFRK,SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase),HGNC:30598,SNRK,SNF related kinase,0,1,1,CAMK,CAMKL,1,Pkinase,16.0,269.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.686616723,http://ndexbio.org/#/network/1d80ef7b-5d99-11ea-bfdc-0ac135e8bacf,0
10290,sp|Q15772|SPEG_HUMAN,Q15772,SPEG_HUMAN,SPEG APEG1 KIAA1297,Striated muscle preferentially expressed protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1),HGNC:16901,SPEG,striated muscle enriched protein kinase,0,1,1,CAMK,Trio,1,Pkinase,1601.0,1854.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.269251362,http://ndexbio.org/#/network/2ca26116-5d99-11ea-bfdc-0ac135e8bacf,0
10290,sp|Q15772|SPEG_HUMAN_2,Q15772,SPEG_HUMAN,SPEG APEG1 KIAA1297,Striated muscle preferentially expressed protein kinase (EC 2.7.11.1) (Aortic preferentially expressed protein 1) (APEG-1),HGNC:16901,SPEG,striated muscle enriched protein kinase,0,1,1,CAMK,Trio,1,Pkinase,2966.0,3218.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.269251362,http://ndexbio.org/#/network/2ca26116-5d99-11ea-bfdc-0ac135e8bacf,0
6714,sp|P12931|SRC_HUMAN,P12931,SRC_HUMAN,SRC SRC1,Proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src),HGNC:11283,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase",0,1,1,TK,Src,1,Pkinase_Tyr,270.0,521.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,6.245944983999999,http://ndexbio.org/#/network/8a51d6ba-5d99-11ea-bfdc-0ac135e8bacf,0
6725,sp|Q9H3Y6|SRMS_HUMAN,Q9H3Y6,SRMS_HUMAN,SRMS C20orf148,Tyrosine-protein kinase Srms (EC 2.7.10.2),HGNC:11298,SRMS,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,0,1,1,TK,Src,1,Pkinase_Tyr,230.0,482.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.6496002,http://ndexbio.org/#/network/a1d9b41f-5d99-11ea-bfdc-0ac135e8bacf,0
6732,sp|Q96SB4|SRPK1_HUMAN,Q96SB4,SRPK1_HUMAN,SRPK1,SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1),HGNC:11305,SRPK1,SRSF protein kinase 1,0,1,1,CMGC,SRPK,1,Pkinase,80.0,653.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.9325018740000001,http://ndexbio.org/#/network/ae83bd14-5d99-11ea-bfdc-0ac135e8bacf,0
6733,sp|P78362|SRPK2_HUMAN,P78362,SRPK2_HUMAN,SRPK2,SRSF protein kinase 2 (EC 2.7.11.1) (SFRS protein kinase 2) (Serine/arginine-rich protein-specific kinase 2) (SR-protein-specific kinase 2) [Cleaved into: SRSF protein kinase 2 N-terminal; SRSF protein kinase 2 C-terminal],HGNC:11306,SRPK2,SRSF protein kinase 2,0,1,1,CMGC,SRPK,1,Pkinase,81.0,686.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.999677661,http://ndexbio.org/#/network/b674f8ea-5d99-11ea-bfdc-0ac135e8bacf,0
26576,sp|Q9UPE1|SRPK3_HUMAN,Q9UPE1,SRPK3_HUMAN,SRPK3 MSSK1 STK23,SRSF protein kinase 3 (EC 2.7.11.1) (Muscle-specific serine kinase 1) (MSSK-1) (Serine/arginine-rich protein-specific kinase 3) (SR-protein-specific kinase 3) (Serine/threonine-protein kinase 23),HGNC:11402,SRPK3,SRSF protein kinase 3,1,1,1,CMGC,SRPK,1,Pkinase,79.0,565.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.027586554,http://ndexbio.org/#/network/bd8cc4b0-5d99-11ea-bfdc-0ac135e8bacf,0
9263,sp|Q9UEE5|ST17A_HUMAN,Q9UEE5,ST17A_HUMAN,STK17A DRAK1,Serine/threonine-protein kinase 17A (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 1),HGNC:11395,STK17A,serine/threonine kinase 17a,1,1,1,CAMK,DAPK,1,Pkinase,61.0,321.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.34125011,http://ndexbio.org/#/network/c415bdf4-5d99-11ea-bfdc-0ac135e8bacf,0
9262,sp|O94768|ST17B_HUMAN,O94768,ST17B_HUMAN,STK17B DRAK2,Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2),HGNC:11396,STK17B,serine/threonine kinase 17b,1,1,1,CAMK,DAPK,1,Pkinase,33.0,293.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.259088983,http://ndexbio.org/#/network/caa37228-5d99-11ea-bfdc-0ac135e8bacf,0
202374,sp|Q8WU08|ST32A_HUMAN,Q8WU08,ST32A_HUMAN,STK32A YANK1,Serine/threonine-protein kinase 32A (EC 2.7.11.1) (Yet another novel kinase 1),HGNC:28317,STK32A,serine/threonine kinase 32A,1,1,1,AGC,YANK,1,Pkinase,23.0,281.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.7127105490000001,http://ndexbio.org/#/network/d1a9ffdc-5d99-11ea-bfdc-0ac135e8bacf,0
55351,sp|Q9NY57|ST32B_HUMAN,Q9NY57,ST32B_HUMAN,STK32B YANK2 UNQ3003/PRO9744,Serine/threonine-protein kinase 32B (EC 2.7.11.1) (Yet another novel kinase 2),HGNC:14217,STK32B,serine/threonine kinase 32B,1,1,1,AGC,YANK,1,Pkinase,23.0,283.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.388760004,http://ndexbio.org/#/network/d77bb710-5d99-11ea-bfdc-0ac135e8bacf,0
282974,sp|Q86UX6|ST32C_HUMAN,Q86UX6,ST32C_HUMAN,STK32C YANK3,Serine/threonine-protein kinase 32C (EC 2.7.11.1) (PKE) (Yet another novel kinase 3),HGNC:21332,STK32C,serine/threonine kinase 32C,1,1,1,AGC,YANK,1,Pkinase,93.0,353.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.5222930370000001,http://ndexbio.org/#/network/dd3db6d4-5d99-11ea-bfdc-0ac135e8bacf,0
23012,sp|Q9Y2H1|ST38L_HUMAN,Q9Y2H1,ST38L_HUMAN,STK38L KIAA0965 NDR2,Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2),HGNC:17848,STK38L,serine/threonine kinase 38 like,1,1,1,AGC,NDR,1,Pkinase,90.0,383.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.167652085,http://ndexbio.org/#/network/e3764628-5d99-11ea-bfdc-0ac135e8bacf,0
6793,sp|O94804|STK10_HUMAN,O94804,STK10_HUMAN,STK10 LOK,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),HGNC:11388,STK10,serine/threonine kinase 10,0,1,1,STE,STE20,1,Pkinase,36.0,294.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.224276637,http://ndexbio.org/#/network/ea91945c-5d99-11ea-bfdc-0ac135e8bacf,0
6794,sp|Q15831|STK11_HUMAN,Q15831,STK11_HUMAN,STK11 LKB1 PJS,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19),HGNC:11389,STK11,serine/threonine kinase 11,0,1,1,CAMK,CAMKL,1,Pkinase,49.0,309.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,4.286344541,http://ndexbio.org/#/network/f50b4fd0-5d99-11ea-bfdc-0ac135e8bacf,0
8576,sp|O75716|STK16_HUMAN,O75716,STK16_HUMAN,STK16 MPSK1 PKL12 TSF1,Serine/threonine-protein kinase 16 (EC 2.7.11.1) (Myristoylated and palmitoylated serine/threonine-protein kinase) (MPSK) (Protein kinase PKL12) (TGF-beta-stimulated factor 1) (TSF-1) (Tyrosine-protein kinase STK16) (EC 2.7.10.2) (hPSK),HGNC:11394,STK16,serine/threonine kinase 16,0,1,1,Other,NAK,1,Pkinase,20.0,291.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.3222854720000001,http://ndexbio.org/#/network/fd5c10c5-5d99-11ea-bfdc-0ac135e8bacf,0
8428,sp|Q9Y6E0|STK24_HUMAN,Q9Y6E0,STK24_HUMAN,STK24 MST3 STK3,Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)],HGNC:11403,STK24,serine/threonine kinase 24,0,1,1,STE,STE20,1,Pkinase,36.0,286.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.26644032,http://ndexbio.org/#/network/04504efa-5d9a-11ea-bfdc-0ac135e8bacf,0
10494,sp|O00506|STK25_HUMAN,O00506,STK25_HUMAN,STK25 SOK1 YSK1,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),HGNC:11404,STK25,serine/threonine kinase 25,0,1,1,STE,STE20,1,Pkinase,20.0,270.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.976825885,http://ndexbio.org/#/network/0b762480-5d9a-11ea-bfdc-0ac135e8bacf,0
51765,sp|Q9P289|STK26_HUMAN,Q9P289,STK26_HUMAN,STK26 MASK MST4,Serine/threonine-protein kinase 26 (EC 2.7.11.1) (MST3 and SOK1-related kinase) (Mammalian STE20-like protein kinase 4) (MST-4) (STE20-like kinase MST4) (Serine/threonine-protein kinase MASK),HGNC:18174,STK26,serine/threonine kinase 26,0,1,1,STE,STE20,1,Pkinase,24.0,274.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.332565408,http://ndexbio.org/#/network/123dfb84-5d9a-11ea-bfdc-0ac135e8bacf,0
6788,sp|Q13188|STK3_HUMAN,Q13188,STK3_HUMAN,STK3 KRS1 MST2,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],HGNC:11406,STK3,serine/threonine kinase 3,1,1,1,STE,STE20,1,Pkinase,27.0,278.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.3607939559999997,http://ndexbio.org/#/network/1a05b65a-5d9a-11ea-bfdc-0ac135e8bacf,0
56164,sp|Q9BXU1|STK31_HUMAN,Q9BXU1,STK31_HUMAN,STK31 SGK396,Serine/threonine-protein kinase 31 (EC 2.7.11.1) (Serine/threonine-protein kinase NYD-SPK) (Sugen kinase 396) (SgK396),HGNC:11407,STK31,serine/threonine kinase 31,1,1,1,Other,Other-Unique,1,Pkinase,748.0,972.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.478810942,http://ndexbio.org/#/network/23eafa00-5d9a-11ea-bfdc-0ac135e8bacf,1
65975,sp|Q9BYT3|STK33_HUMAN,Q9BYT3,STK33_HUMAN,STK33,Serine/threonine-protein kinase 33 (EC 2.7.11.1),HGNC:14568,STK33,serine/threonine kinase 33,1,1,1,CAMK,STK33,1,Pkinase,116.0,381.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.558605149,http://ndexbio.org/#/network/2a6bb5e4-5d9a-11ea-bfdc-0ac135e8bacf,0
140901,sp|Q8TDR2|STK35_HUMAN,Q8TDR2,STK35_HUMAN,STK35 CLIK1 PDIK1 STK35L1,Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1),HGNC:16254,STK35,serine/threonine kinase 35,0,1,1,Other,NKF4,1,Pkinase,202.0,529.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.346311771,http://ndexbio.org/#/network/31478a18-5d9a-11ea-bfdc-0ac135e8bacf,0
27148,sp|Q9NRP7|STK36_HUMAN,Q9NRP7,STK36_HUMAN,STK36 KIAA1278,Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog),HGNC:17209,STK36,serine/threonine kinase 36,1,1,1,Other,ULK,1,Pkinase,4.0,254.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.061456522,http://ndexbio.org/#/network/37ab963c-5d9a-11ea-bfdc-0ac135e8bacf,0
11329,sp|Q15208|STK38_HUMAN,Q15208,STK38_HUMAN,STK38 NDR1,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),HGNC:17847,STK38,serine/threonine kinase 38,0,1,1,AGC,NDR,1,Pkinase,89.0,382.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.938359622,http://ndexbio.org/#/network/3e928e00-5d9a-11ea-bfdc-0ac135e8bacf,0
27347,sp|Q9UEW8|STK39_HUMAN,Q9UEW8,STK39_HUMAN,STK39 SPAK,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),HGNC:17717,STK39,serine/threonine kinase 39,0,1,1,STE,STE20,1,Pkinase,63.0,337.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.841410264,http://ndexbio.org/#/network/481ce066-5d9a-11ea-bfdc-0ac135e8bacf,0
6789,sp|Q13043|STK4_HUMAN,Q13043,STK4_HUMAN,STK4 KRS2 MST1,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 1) (MST-1) (STE20-like kinase MST1) (Serine/threonine-protein kinase Krs-2) [Cleaved into: Serine/threonine-protein kinase 4 37kDa subunit (MST1/N); Serine/threonine-protein kinase 4 18kDa subunit (MST1/C)],HGNC:11408,STK4,serine/threonine kinase 4,0,1,1,STE,STE20,1,Pkinase,30.0,281.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.783139331,http://ndexbio.org/#/network/514081bc-5d9a-11ea-bfdc-0ac135e8bacf,0
83931,sp|Q8N2I9|STK40_HUMAN,Q8N2I9,STK40_HUMAN,STK40 SGK495 SHIK,Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495),HGNC:21373,STK40,serine/threonine kinase 40,1,1,1,CAMK,SgK495,1,Pkinase,35.0,330.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.066250412,http://ndexbio.org/#/network/59537662-5d9a-11ea-bfdc-0ac135e8bacf,1
169436,sp|Q8NE28|STKL1_HUMAN,Q8NE28,STKL1_HUMAN,STKLD1 C9orf96 SGK071,Serine/threonine kinase-like domain-containing protein STKLD1 (Serine/threonine kinase-like domain-containing protein 1) (Sugen kinase 071),HGNC:28669,STKLD1,serine/threonine kinase like domain containing 1,1,1,1,Other,SgK071,1,Pkinase,28.0,297.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.514943643,http://ndexbio.org/#/network/5f5b0aa6-5d9a-11ea-bfdc-0ac135e8bacf,1
92335,sp|Q7RTN6|STRAA_HUMAN,Q7RTN6,STRAA_HUMAN,STRADA LYK5 STRAD,STE20-related kinase adapter protein alpha (STRAD alpha) (STE20-related adapter protein) (Serologically defined breast cancer antigen NY-BR-96),HGNC:30172,STRADA,STE20 related adaptor alpha,0,1,1,STE,STE20,1,Pkinase,69.0,379.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.22115604,http://ndexbio.org/#/network/65c642ba-5d9a-11ea-bfdc-0ac135e8bacf,1
55437,sp|Q9C0K7|STRAB_HUMAN,Q9C0K7,STRAB_HUMAN,STRADB ALS2CR2 ILPIP PRO1038,STE20-related kinase adapter protein beta (STRAD beta) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein) (CALS-21) (ILP-interacting protein) (Pseudokinase ALS2CR2),HGNC:13205,STRADB,STE20 related adaptor beta,0,1,1,STE,STE20,1,Pkinase,58.0,369.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.711265205,http://ndexbio.org/#/network/6cae72fe-5d9a-11ea-bfdc-0ac135e8bacf,1
55359,sp|Q6J9G0|STYK1_HUMAN,Q6J9G0,STYK1_HUMAN,STYK1 NOK,Tyrosine-protein kinase STYK1 (EC 2.7.10.2) (Novel oncogene with kinase domain) (Protein PK-unique) (Serine/threonine/tyrosine kinase 1),HGNC:18889,STYK1,serine/threonine/tyrosine kinase 1,0,1,1,TK,TK-Unique,1,Pkinase_Tyr,115.0,381.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.405067068,http://ndexbio.org/#/network/738739f2-5d9a-11ea-bfdc-0ac135e8bacf,1
57551,sp|Q7L7X3|TAOK1_HUMAN,Q7L7X3,TAOK1_HUMAN,TAOK1 KIAA1361 MAP3K16 MARKK,Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1),HGNC:29259,TAOK1,TAO kinase 1,1,1,1,STE,STE20,1,Pkinase,28.0,281.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.487383,http://ndexbio.org/#/network/7a60c436-5d9a-11ea-bfdc-0ac135e8bacf,0
9344,sp|Q9UL54|TAOK2_HUMAN,Q9UL54,TAOK2_HUMAN,TAOK2 KIAA0881 MAP3K17 PSK PSK1 UNQ2971/PRO7431,Serine/threonine-protein kinase TAO2 (EC 2.7.11.1) (Kinase from chicken homolog C) (hKFC-C) (Prostate-derived sterile 20-like kinase 1) (PSK-1) (PSK1) (Prostate-derived STE20-like kinase 1) (Thousand and one amino acid protein kinase 2),HGNC:16835,TAOK2,TAO kinase 2,1,1,1,STE,STE20,1,Pkinase,28.0,281.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.248632992,http://ndexbio.org/#/network/812d080a-5d9a-11ea-bfdc-0ac135e8bacf,0
51347,sp|Q9H2K8|TAOK3_HUMAN,Q9H2K8,TAOK3_HUMAN,TAOK3 DPK JIK KDS MAP3K18,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3),HGNC:18133,TAOK3,TAO kinase 3,0,1,1,STE,STE20,1,Pkinase,24.0,277.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.956864385,http://ndexbio.org/#/network/87e7718e-5d9a-11ea-bfdc-0ac135e8bacf,0
93627,sp|Q8TEA7|TBCK_HUMAN,Q8TEA7,TBCK_HUMAN,TBCK TBCKL HSPC302,TBC domain-containing protein kinase-like protein,HGNC:28261,TBCK,TBC1 domain containing kinase,1,1,1,Other,TBCK,1,Pkinase,4.0,273.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.691516606,http://ndexbio.org/#/network/8e7a7cf2-5d9a-11ea-bfdc-0ac135e8bacf,1
29110,sp|Q9UHD2|TBK1_HUMAN,Q9UHD2,TBK1_HUMAN,TBK1 NAK,Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1),HGNC:11584,TBK1,TANK binding kinase 1,0,1,1,Other,IKK,1,Pkinase,9.0,304.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.82615611,http://ndexbio.org/#/network/9a0951e6-5d9a-11ea-bfdc-0ac135e8bacf,0
7006,sp|P42680|TEC_HUMAN,P42680,TEC_HUMAN,TEC PSCTK4,Tyrosine-protein kinase Tec (EC 2.7.10.2),HGNC:11719,TEC,tec protein tyrosine kinase,0,1,1,TK,Tec,1,Pkinase_Tyr,370.0,621.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.329129884,http://ndexbio.org/#/network/a45ee38b-5d9a-11ea-bfdc-0ac135e8bacf,0
7016,sp|Q15569|TESK1_HUMAN,Q15569,TESK1_HUMAN,TESK1,Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1),HGNC:11731,TESK1,testis associated actin remodelling kinase 1,1,1,1,TKL,LISK,1,Pkinase_Tyr,56.0,312.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.7615335329999999,http://ndexbio.org/#/network/ba802b12-5d9a-11ea-bfdc-0ac135e8bacf,0
10420,sp|Q96S53|TESK2_HUMAN,Q96S53,TESK2_HUMAN,TESK2,Dual specificity testis-specific protein kinase 2 (EC 2.7.12.1) (Testicular protein kinase 2),HGNC:11732,TESK2,testis associated actin remodelling kinase 2,1,1,1,TKL,LISK,1,Pkinase_Tyr,58.0,311.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.8566412990000001,http://ndexbio.org/#/network/c0fa0926-5d9a-11ea-bfdc-0ac135e8bacf,0
56155,sp|Q8IWB6|TEX14_HUMAN,Q8IWB6,TEX14_HUMAN,TEX14 SGK307,Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein),HGNC:11737,TEX14,"testis expressed 14, intercellular bridge forming factor",0,1,1,Other,NKF5,1,Pkinase_Tyr,254.0,499.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.93511157,http://ndexbio.org/#/network/c84b0d5a-5d9a-11ea-bfdc-0ac135e8bacf,1
7046,sp|P36897|TGFR1_HUMAN,P36897,TGFR1_HUMAN,TGFBR1 ALK5 SKR4,TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I),HGNC:11772,TGFBR1,transforming growth factor beta receptor 1,0,1,1,TKL,STKR,1,Pkinase,205.0,494.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.733472168,http://ndexbio.org/#/network/d11b106e-5d9a-11ea-bfdc-0ac135e8bacf,0
7048,sp|P37173|TGFR2_HUMAN,P37173,TGFR2_HUMAN,TGFBR2,TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II),HGNC:11773,TGFBR2,transforming growth factor beta receptor 2,0,1,1,TKL,STKR,1,Pkinase_Tyr,244.0,540.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,3.482564995,http://ndexbio.org/#/network/dbb37774-5d9a-11ea-bfdc-0ac135e8bacf,0
7075,sp|P35590|TIE1_HUMAN,P35590,TIE1_HUMAN,TIE1 TIE,Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1),HGNC:11809,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,0,1,1,TK,Tie,1,Pkinase_Tyr,839.0,1109.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,0.895812024,http://ndexbio.org/#/network/e43c385a-5d9a-11ea-bfdc-0ac135e8bacf,0
7010,sp|Q02763|TIE2_HUMAN,Q02763,TIE2_HUMAN,TEK TIE2 VMCM VMCM1,Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b),HGNC:11724,TEK,TEK receptor tyrosine kinase,0,1,1,TK,Tie,1,Pkinase_Tyr,824.0,1094.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,2.10743485,http://ndexbio.org/#/network/ee0a4a7e-5d9a-11ea-bfdc-0ac135e8bacf,0
7273,sp|Q8WZ42|TITIN_HUMAN,Q8WZ42,TITIN_HUMAN,TTN,Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14),HGNC:12403,TTN,titin,0,1,1,CAMK,MLCK,1,Pkinase,32178.0,32432.0,1,Eukaryotic Protein Kinase (ePK),Protein Kinase Like,1.509148828,http://ndexbio.org/#/network/fbb5bde4-5d9a-11ea-bfdc-0ac135e8bacf,1
