Q01217|3zzf
P22756|3s2v
P23639|3sdk
P37231|3t03
Q4QHJ8|3uib
P61964|3uvk
P63167|3zke
G9Y2J2|4aro
P11838|4er4
O92972|4j0a
V5IRU7|4lkg
Q9BVA6|4u0s
P51449|4xt9
P28749|4yoz
Q14CR1|5a83
P98170|5c83
P19491|5elv
P03372|5fqt
Q3UDT3|5l72
Q8NBP7|5vlh
Q6DRA1|5wae
P00734|6eo9
P56817|2f3e
P00742|2uwp
P07711|3bc3
Q9H9B1|3mo0
Q16531|4ci3
Q8C437|4eqf
Q9NB97|4m48
Q14832|5cnm
C1KIK8|5etx
P14555|1db5
P02925|1drk
P07986|1fhd
P00811|1fsy
P00734|1hgt
P06202|1jeu
P00760|1k1n
P13689|1lrh
Q96RT1|1n7t
Q9BH77|1nnu
P00760|1o37
P00760|1o38
P42260|1s9t
P08191|1tr7
P08191|1uwf
P00517|1xh7
P37231|2ath
P31335|2b1i
P66034|2c94
Q99AU2|2d41
Q80Z29|2g97
Q96BD6|2jk9
O15151|2mwy
P28523|2oxd
P03367|2pym
A6H6Y4|2rfh
P24182|2v5a
P06730|2v8w
A6XFF7|2wk2
P12821|2xyd
A2VLK3|2y1d
P71094|2zq0
Q9A5I0|3dnj
Q24451|3dx2
P02766|3ipe
O80992|3kb3
P00918|3m3x
P04818|3n5e
A3FQ16|3ncg
P56817|3qbh
P00918|3s75
P00918|3s9t
O43924|3t5i
Q96GG9|3tdz
P56817|3ufl
P22629|3wzp
O75936|4c8r
P46925|4cku
P50120|4gkc
Q96T88|4gy5
P62623|4h4d
O95271|4n3r
23476|4nue
O76074|4oew
P0C6U8|4ow0
P00918|4qy3
P13166|4w9s
Q9H2K2|5aku
Q8TEK3|5dt2
Q67PY4|5eud
P11021|5exw
P21146|5he0
------|5hyq
------|5j75
Q8IKG4|5jc1
P56817|5kr8
P37028|5m34
P98170|5m6h
P22756|5nf5
P25774|5qc4
P03952|5tjx
C3W5S0|5w9g
P03366|1htf
P29354|1tze
P00517|2gnh
P42574|3deh
P05089|3e6v
P00517|3zo4
Q03555|4u91
P00734|1bhx
P25779|1me4
P00742|2y5g
P78536|3ewj
Q72547|3qio
P14207|4kn1
Q9H2K2|4l0s
Q9H2K2|4l32
P28720|4pul
Q14416|5cnj
P56817|5ezz
P07711|5mae
P02924|1bap
P00772|1ele
P00734|1g30
P33247|1h3b
3932|WZNOPIITLFZKIM-ZHAMKKIJSA-N
P26663|1os5
------|1q72
------|1qyg
Q00987|1rv1
P33247|1sqc
P11439|1xk9
Q0P9S0|1xt8
P47811|1yw2
Q9UMT8|2axi
P62964|2cbr
P18031|2fjm
Q6DE08|2vgp
P69834|2yc3
P61964|3emh
P78536|3g42
A8Y5F6|3iet
P0A4Z6|3n76
Q9FUZ2|3pn4
Q08602|3pz3
Q99549|3qo2
P0CG48|3rul
P62993|3s8o
O94925|3voz
Q4CWB4|3wcg
Q71VM4|4b8p
P56817|4d85
Q9QM22|4gye
Q9H2K2|4hki
------|4k3h
23262|4nzm
U6AVY0|4ool
D2ZZC1|4qtn
Q9H2K2|4tkg
Q13451|4w9q
5347|WJULICMWSJZQKD-WUVODHNXSA-N
8805|4ybm
P0A0K8|5d7c
Q13451|5div
Q9PPB4|5f1v
Q70I53|5g1c
P56817|5ie1
Q9NQR1|5teg
O00408|5tz3
O60760|2vd1
P03369|3aid
23476|5dx4
O75164|5f3e
Q86U86|5fh7
Q12931|5y3o
P03956|1cgl
A9JQL9|2zcr
P04995|3c94
Q9H9B1|3mo5
Q72547|3qin
P00572|3tmk
B7QK46|4mhz
B5ABY0|4re4
Q9UIF8|4rvr
P00749|4x1s
Q92793|5j0d
P19491|5nih
O35324|1i3z
P00742|1xka
Q59GY8|2c6n
P22734|3oe5
F8QQG5|3u3u
Q8I4V8|4j4n
P68135|4k43
P63086|4n4s
Q9H2K2|4ui3
O60341|4uvc
Q8TEK3|4wvl
P9WFY1|5tci
P06202|1b3f
P07986|1fh8
P06202|1jev
P00734|1qhr
P00734|1sb1
Q08638|1uz1
Q07785|1v0p
P00734|1vr1
P08709|1wqv
O28751|2bfq
P02925|2dri
Q12051|2e92
P22756|2f34
P30803|2gvz
P31335|2iu0
P08254|2jnp
Q5RZ08|2r3w
P39325|2vk2
Q48255|2wks
Q3UDT3|2x38
P07711|2xu5
Q8WSF8|2y57
P05418|2yiu
P06935|2yol
Q9BY41|3f0r
P39086|3fvg
P55072|3hu1
P55072|3hu3
O43451|3l4x
Q9UNA0|3ljt
P61964|3psl
P04585|3qip
P07900|3r4n
Q194T1|3tib
P00797|3vsw
P04642|4al4
C3W5S0|4awk
O54438|4bo4
P56817|4dvf
Q837S0|4g4p
23262|4hn2
Q0A480|4ks5
23476|4o76
Q14397|4op1
P08709|4x8v
Q9NPB1|4yik
Q05097|4yw7
Q48935|4zuq
P0AD64|5ee8
Q91977|5ewj
Q24008|5f67
P21146|5he2
3099|5hfu
G7CNL4|5j5r
Q8NVG0|5jic
23476|5kj0
P00352|5l2m
P41182|5x9p
P00760|1k1l
P00523|2hwo
P24182|2w6n
P0A5R0|3cow
Q03181|3dy6
P22756|3gbb
P0A6X3|3qo3
P01897|3uyr
A5K8X6|4j4o
P26045|4rh5
P00766|4vgc
Q9UGN5|4zzx
O75164|5f3g
P03452|5w6i
Q53TN1|2hha
P03314|3evc
P03314|3evd
P09467|3kbz
P0A522|3wde
23476|5cqt
P63103|1a37
P03368|1a9m
O60880|1d4w
P60615|1jbd
P35963|1k6v
P31335|1m9n
P00760|1o2j
P00760|1o2k
P18031|1ph0
P31939|1pkx
P22629|1swr
P34913|1vj5
P02743|2a3x
Q99AU2|2d3u
P00915|2foy
P29373|2g78
P29373|2g79
P04191|2o9j
P04191|2oa0
P03366|2uy0
Q91RS4|2xcn
P00918|3bl0
Q15554|3bu8
P18031|3cwe
1633|3ipx
Q9U6Q0|3kl8
P39900|3lir
P00523|3lok
P04585|3lp1
P56817|3lpj
P45568|3r0i
Q7PXT9|3r1v
P52293|3rz9
P96420|3u6w
P02754|3uex
Q9Z2X8|3wdz
P08235|3wfg
P58154|3wto
P63810|4bfy
O54438|4bo8
P65249|4gsy
D9J2T9|4i47
Q83883|4imz
Q4QBL1|4k10
O88622|4na4
P01901|4pgd
G1U9S2|4po0
P02751|4pz5
P00918|4qtl
P26663|4tn2
P12493|4u0e
Q8RLA6|4wm9
P15090|5d45
P08191|5f2f
P35439|5i58
Q8IKG4|5jbi
Q9BX68|5km5
Q13093|5lz9
P37028|5m3b
Q96RI1|5q1e
O89100|1oeb
P00918|2weo
P01892|3bh9
Q939R9|3svj
Q8IKG4|4y67
Q12051|2z7h
Q9GJ77|3rwi
P00523|3svv
Q9H2K2|4l34
S4V9Y7|4nru
O00255|4og7
Q8LPW4|4pkb
P00918|4rn4
P08648|4wk2
P07900|4xir
P00374|1kmv
P04587|1tcx
P56817|2hiz
P46925|2igy
Q96RI1|3dct
P0AAI5|3ho2
Q5SLE7|3luo
P29373|4i9r
Q5SLE7|4odl
P28720|4q4s
Q9JYV4|4qir
P23639|4qw4
Q00955|4wyo
P34913|5am4
P35439|5i59
P19120|1atr
P29354|1bm2
------|1c5c
P07824|1d3v
P11838|1ent
P00749|1gj8
P06400|1gux
P11838|1gvw
P04818|1juj
P00512|1mto
P02928|1n3w
P00760|1oyq
P50579|1r58
P30803|1u0h
Q26490|1x8j
O60990|2anl
P18031|2cng
Q12051|2e93
P52732|2ieh
P00517|2ojf
P04062|2xwd
O76074|3bjc
P08559|3exe
O15151|3jzq
P04585|3lp0
P47811|3p78
P43813|3pn1
P07900|3qtf
P42575|3r5j
C3P9L8|4dai
Q0ED31|4i54
C5AP93|4jyb
Q86WV6|4loh
P56817|4pzw
P52679|4rpn
D9J2T9|5cst
Q6XEC0|5fat
E7E815|5gso
Q92793|5i8b
------|5icx
5164|5j71
P05091|5l13
------|5m63
P03951|5qcm
Q9NZN9|5v35
Q98GN8|2k0g
Q9UNA0|3hy7
P00918|3t84
O95271|4li6
Q7TS98|4nj9
Q14832|4xar
Q28175|5ul5
P08254|1biw
P19491|1my4
P52732|2fme
O54050|2w54
Q9HUK6|3hv8
P00918|3t83
A2IC68|4att
A2IC68|4av0
Q04609|4oc4
5209|5ajw
Q92973|5j3v
O75164|5vgi
Q93009|5vs6
P87666|2y6s
P01903|3l6f
Q9E7M1|3slz
Q9GK12|3t2v
P06730|4aza
P56734|4bcs
P61964|4es0
Q86PD7|4fai
Q86PD7|4fbe
P0A7D4|1ch8
P62942|1fki
P00734|1fpc
P00760|1gj6
P00520|1iep
P00524|1is0
Q8VC55|1kc5
P01837|1kcs
P46925|1lf3
P28366|1m74
P00480|1oth
P55055|1pqc
P02766|1tyr
P04585|1vru
P12004|1vyj
O93077|1yvf
------|1zls
------|1zlu
P28523|1zoh
P02761|2a2g
P22411|2buc
P52732|2gm1
P30803|2gvd
P15587|2gyi
Q08638|2j7g
Q9BRR9|2p0d
P28523|2qc6
O75173|2rjp
P18031|2veu
Q5ZVS2|2wzf
Q12051|2z7i
P0C6U8|2zu5
4831|3bbb
Q4KMI8|3db8
P04585|3di6
A2RJ53|3drf
A2RJ53|3drg
P00734|3dux
P03369|3fsm
Q9UJY5|3g2t
P25779|3hd3
------|3hzy
------|3kdm
P43235|3kx1
P56817|3l38
O43451|3l4y
P11558|3m2u
P00918|3mhm
P71590|3poa
P97612|3qj9
P61157|3rse
P00918|3t82
P61964|3uvo
P58154|3wtm
P22629|3wzn
23476|3zyu
P61964|4a7j
B0SWV2|4ayr
P0A4Z6|4b6o
O54438|4bo7
O75381|4bxu
P02766|4dew
P07900|4fcq
Q9PTN2|4fhi
P14735|4gs8
Q8IUQ4|4i7d
P04585|4i7f
V5IRU3|4kom
P31345|4ncm
P53634|4oel
P00918|4riv
V4MZL6|4tsz
P43813|4uco
P04632|4wq3
Q07343|4x0f
8805|4ybt
P22102|4zz0
P02766|5boj
P15090|5d47
P15090|5edb
Q16790|5fl4
A5K1A2|5g22
A5K8L9|5gvk
O94925|5jyp
------|5l9i
P97287|5mev
P00918|5sz6
P00734|6eo8
P36873|1u32
P56817|2b8v
P0C6U8|3atw
P28720|3eou
Q95NY5|3nht
E0PTS8|4d8e
Q9H2K2|4ux4
Q04609|5d29
P00734|1ypj
P00742|2vwl
P07711|2yj9
P07711|2yjb
P04035|3cdb
P00918|3igp
P00918|3n4b
P16184|3nzc
Q16769|3pbb
P07900|3r92
Q91753|3w0l
P56817|4bfd
P06730|4dum
Q38C91|4mw9
P0A6R0|5bns
------|5f4r
------|5f4u
P06202|1b1h
P08709|1wtg
P00742|2vwm
Q08602|3dsu
P13201|3eyf
A1L4K5|3fxv
O92972|3gnv
Q9UNA0|3hyg
P56817|3ohf
P04642|4ajo
A2IC68|4av4
O67854|4fxz
P56817|4jpc
P61964|4ql1
P34913|5ai5
O00257|5epl
P05413|5hz9
Q9H9B1|5vsf
P02768|1gnj
P37231|1nyx
P50135|2aov
Q9A4Z9|3mtw
P00797|3oqf
P07900|3r91
O76074|3shy
Q6GG09|3t0t
P0AEX9|3vfj
Q9Y233|3wi2
Q9Y233|3ws9
P58154|3wtl
P58154|3wtn
P10827|4lnw
P04150|4p6x
P00918|4yxo
O00255|5ddc
Q9WVG6|5lgp
Q96RI1|5q13
P06202|1b5i
P13100|1ci7
P01901|1g7p
Q60049|1nox
P00760|1xug
P00742|2bq7
P27487|2bub
Q03555|2fts
P00797|2g1y
Q3MIV7|2h03
P07267|2jxr
P02829|2wer
Q3UDT3|2wxo
Q4W803|3ahn
Q4W803|3aho
P95607|3i4y
P0A988|3q4k
Q1W640|3s0d
Q9BY41|3sfh
C8N5A9|3v7s
P37268|3wch
P64012|3zhz
O75936|4bhi
P00918|4e3h
P00797|4gjc
P56817|4h3j
Q00987|4hg7
6046|4j1p
R4RZI6|4mwy
23476|4qzs
P19793|4zsh
A5K8L9|5gvn
Q9WVG6|5lgq
Q15370|5lli
Q92905|5m5q
Q15370|5nvx
Q7WYV4|1ui0
Q7MUW6|2eep
5163|2q8g
B9A0T7|2zsc
P09960|3fh5
O76083|3k3h
P00918|3po6
P14350|3s3n
P07900|4cwq
A6QE81|4dxg
P61964|4erz
P56273|4j3e
P56817|4lxm
Q14397|4mro
Q9H2K2|4ui6
P09874|4zzz
P00918|5a6h
P00918|5e2r
P56817|5ezx
Q9WVG6|5lgs
O49686|5ur6
Q54A37|5uxf
P00918|1ydd
P17870|1zsh
P08709|2aei
P0AG18|2ate
P14324|2f9k
P00491|2oc4
P00918|2wd3
Q6DPL2|3cl0
P00918|3ryv
Q5HGZ3|3u7k
Q8I4W8|4aom
P08185|4bb2
O92972|4ju3
Q00987|4jve
23476|4nud
Q04609|4oc5
P07339|4oc6
Q99523|4po7
6046|4qew
D9IEF7|4qkx
Q8WWA0|4wmy
P07900|4xiq
P34913|5ak5
P34913|5akl
P34913|5alh
P34913|5ali
P34913|5alp
P34913|5alr
23476|5f5z
P03372|5gs4
Q9RS96|5hva
Q01469|5hz5
P00811|1ga9
P00918|1xpz
P15090|2hnx
P27487|2ogz
Q3S340|3k3a
P07900|3rkz
P07900|3rlp
P37231|3ty0
D9J2T9|4emf
Q8N5Z0|4gdy
P01892|4u6y
5164|4v25
Q05097|4yw6
------|5dd0
P00742|1lpg
P14324|1yq7
P08709|2bz6
P11838|3er3
Q6R308|3f7h
P26663|3fqk
O92972|3gol
P07900|4awp
C6A6Z1|4c1u
Q99814|4ghi
D3Z7P3|4jkt
O00255|5ddb
O75530|5gsa
P00742|5k0h
Q9WVG6|5lgr
Q64610|5lqq
P01892|5nme
B3PEE6|5npb
P06202|1b32
P00734|1bmm
P10144|1iau
P61823|1j81
P00734|1lhg
P33247|1o6r
Q00987|1t4e
P04585|1vrt
P03372|2b1z
Q12051|2e95
P62508|2ewp
P02766|2f7i
P00918|2fou
P06721|2fq6
P00797|2iku
P00797|2il2
Q58L87|2v57
P05091|2vle
Q57986|2wjg
Q9AYY6|2x6w
P02829|2xx4
Q9GZT9|2y34
P09237|2y6d
P45452|2yig
O96935|3ebi
O92972|3hky
Q9GZT9|3ouh
P00918|3p55
P56817|3s7l
A9JQL9|3tfv
O95271|3udd
O94925|3uo9
P58154|3zdg
P00517|3zo2
P49610|4azg
P56817|4b1c
A5K1A2|4bbh
O54438|4bny
O54438|4bo5
P03951|4crd
P0A6Y8|4hy9
B9A5C1|4piq
Q13285|4qjr
P00492|4rad
P00797|4ryc
Q13526|4tyo
P9WMB9|4w97
Q8RCC4|4ymx
------|4zx8
6046|5dw1
Q9F663|5eec
O75164|5f3i
------|5l9l
Q00987|5law
Q9NZQ7|5n2f
O35904|5t27
D9IEF7|5v86
Q12931|5y3n
P56817|6bfx
O15151|3u15
P21453|3v2w
P56817|4acx
P56817|4dpi
O76074|4ia0
P56817|4j0z
P43490|4o10
P00918|4xe1
O96935|4zx4
P14324|5djv
Q89ZI2|5mi7
P07711|5mqy
P56817|5t1w
23476|5ula
P41182|5x4q
------|6axl
P06202|1b05
P06202|1b52
P03372|1gwq
P18031|1nz7
P04746|1xd0
P10275|1z95
P00918|2pov
Q9Y233|2wey
P52732|2x2r
A5YVK8|3bcn
P02766|3d2t
Q24451|3dx4
O15151|3fe7
P17109|3hww
P45452|3kej
P47811|3p5k
P12821|4bzs
A5K1A2|4caf
C3P9L8|4daf
P22756|4e0x
P61964|4erq
P56817|4k9h
A5K8X6|4mgv
R4RZI6|4mwx
P08709|4ng9
P56817|4r5n
P28907|4xjs
P9WFV1|5agt
P30443|5bs0
P22734|5k0j
P62158|5nin
P52293|5umz
P04584|5upj
Q460N5|5v7w
P54274|5wir
P00760|1o39
P00760|1o3b
P00760|1o3c
P00760|1o3d
Q08638|2j7d
P51452|3f81
P56817|3rtn
P00918|3v5g
G3XCK4|4arw
P0A4Z6|4b6p
Q8A8A4|4d1y
P56273|4jsc
Q07075|4kx8
P09874|4r5w
O75173|4wk7
Q07820|4zbf
------|5hpm
Q7D447|5lom
P00760|1rxp
P45452|1xuc
P00523|2hwp
P0ABZ6|2pv1
P00749|2viw
Q8AAK6|2vot
P00523|3f3v
P00918|3ffp
P23946|3n7o
Q9K2N0|4c1e
P56817|4fgx
Q0A480|4ks4
Q14416|4xaq
P00523|5d10
Q06124|5ehr
P39900|5i2z
Q96RI1|5q1f
Q2N0S5|5u7o
O49686|5ur5
P00772|1elb
P50542|1fch
P00524|1nzl
P30464|1xr9
O93077|1z4u
P28523|1zog
2050|DXFRACWWSBSKOZ-NUNFNDLOSA-O
P00734|2bxu
P08487|2fci
P29724|2fqx
O35718|2hmh
P63208|2ovq
P56817|2p8h
P03367|2qnn
Q13427|2wfj
Q9AMP1|3arp
Q9Y6F1|3c49
O00763|3ff6
Q9WMX2|3fql
D0IR47|3n9r
P00811|3o86
Q96RI1|3oki
P19492|3rt6
P06280|3tv8
Q80J95|3ur0
Q16853|4btw
C6A6Z1|4c1t
P50120|4eej
P31947|4fr3
------|4jfz
P55072|4ko8
Q9H2K2|4l10
P07900|4lwe
P23639|4no8
Q8A3I4|4pct
P37231|4prg
P00492|4ran
P27540|4xt2
P46925|4y6m
Q9H2K2|5al5
P56817|5enm
O94925|5fi2
P14174|5hvs
G0SCH1|5ijp
------|5kzp
P08191|5mts
P51449|5w4v
P11838|1epp
P00760|1f0u
P20701|1xuo
A4I7H1|2wuu
Q4QHU7|2xe4
O67854|3f3d
P04642|4ajn
P63104|4bg6
5347|KRZXYALIPIQWGQ-UGCZWRCOSA-O
Q6GJI9|4qgf
Q8IKG4|4y6p
P56817|5t1u
P00760|1g36
P00760|1o2h
P00778|1p02
P56740|1rs4
P78536|2a8h
P52699|2doo
P0AE18|2evo
132|2i6b
P98170|2jk7
P10415|2o22
P03369|3el4
B1WBP0|3rl3
P39900|3tsk
P07700|3zpq
P12497|4e1n
P78540|4i06
P13491|4i9h
Q9H2K2|4l0b
Q48935|4zur
P22102|4zyw
P22102|4zyz
Q06151|5bv3
P03372|5gtr
P17931|5h9p
Q8IKG4|5jmp
Q96RI1|5q18
P03951|5tks
23476|5u28
P56817|5v0n
Q9QP61|2a4g
Q91RS4|2a4q
P03367|2q63
Q96C86|3bl9
Q9BJF5|3i7b
O76083|3jsw
A2IC68|4ca4
Q9H2K2|4l0t
Q9Y657|4mzh
Q8DRB3|4q9m
23476|5t35
O00408|5u7i
P34897|5v7i
P00918|5wex
P00778|7lpr
P13631|1fcx
P00760|1gi4
P39182|1hsl
P60615|1idg
O26232|1los
P01391|1lxh
P25779|1me3
P50097|1me7
P50097|1me8
P31800|1nu1
P62593|1nxy
P59071|1q7a
P00918|1z9y
P03367|2azb
P18031|2cmb
Q08638|2j7h
P27487|2rip
P18031|2vew
P11609|3arf
P0C6U8|3avz
P39900|3f19
P22748|3f7b
P03962|3gdt
Q13133|3ips
Q06GJ0|3nsn
Q07343|3o0j
Q8MNY2|3qsd
P04483|3zqi
Q38C91|4ega
P00749|4jk6
P50498|4qy8
O96935|4zx3
O00255|5dde
P17931|5e88
P09455|5ha1
Q8E378|5jf1
Q8E378|5jf4
Q9NRG4|5kjm
Q93009|5nge
P62937|5t9z
P03452|5w5u
P42260|1s50
P03372|1xqc
P11086|2g8n
P04062|2nsx
P00918|2pow
Q9R4E4|2pqb
Q8A3I4|2xii
Q8WSF8|3c79
Q9U9R3|3eov
P00918|3k2f
Q9BY41|3mz6
P42264|4g8n
P42264|4igr
O95271|4msk
Q00987|4umn
P39900|5i43
Q8E378|5jf5
P33247|1gsz
P08709|1wun
P05364|2q9m
P39900|2wo9
6046|2yek
P26663|3br9
P09960|3chr
P39900|3f1a
P26663|3gyn
P62157|3if7
A8K220|3odl
P00918|3s77
Q6NZY1|3v7t
A2IC68|4av5
P26663|4b73
L0T5Q5|4jmx
Q00955|4wz8
P09104|4za0
P04058|5bwc
Q9HXM1|5g11
23476|5i80
Q8E378|5jf6
P49773|5kly
Q96RI1|5q0s
P11838|1gvx
P00727|1lan
P0CB51|1ll4
P60568|1py2
O29280|1sw2
P09874|1uk1
P16333|2ci9
Q6ST21|2epn
P11838|2er6
P01901|2fo4
P78536|2fv9
P43092|2h6t
P00918|2hnc
P21980|2q3z
Q8W453|2rkn
Q79AD2|3csl
P00918|3cyu
Q9U9J6|3cyz
P18153|3dzt
P55072|3hu2
P56817|3in3
P07900|3k99
P00760|3m35
P00918|3m96
P00436|3pcj
D5CXR1|3q8d
Q91977|3qem
------|3uz5
P56817|3zov
O15054|4ask
C3W5S0|4avg
P03951|4cra
P05089|4hxq
P14735|4lte
P51449|4nb6
P14735|4nxo
B9A5C1|4pis
23476|4qr5
A5K8L9|4tmr
------|4zy2
C1CH75|5a6a
P09960|5aen
P51449|5aph
P96856|5cw8
P29375|5iw0
P55201|5t4v
P00918|5tfx
Q16531|5v3o
C3W5S0|5we9
P33247|1h37
P18031|2cnh
P00918|3f8e
P56817|3n4l
A2IC68|4avh
P56817|4djx
P06730|4dt6
P10415|4lxd
P00918|4pyy
P00915|5e2m
P22102|5j9f
Q5VWZ2|5kre
Q9Y233|5uwf
P14555|1db4
G0YP42|1etz
P00742|1g2l
P00734|1oyt
P09152|1y4z
P00517|2gnl
Q91RS4|2obo
O38732|2psv
P07900|2wi7
P29373|3cbs
P22894|3dpe
P22894|3dpf
Q13526|3ikg
P45452|3kec
O92972|3mww
P25774|3n3g
B2HVG8|3o84
P02766|3p3t
P56817|3uqr
Q00987|3w69
P49610|4azb
Q95WL3|4dwg
P56817|4fm7
P56817|4ha5
P26662|4i32
P0A7Z4|4kn4
Q38C91|4mvx
P43490|4o0z
P07339|4od9
A3N294|4r75
------|4uil
Q04ML5|4w5j
O76083|4y87
8805|4ybs
P00918|4yxu
Q0P8Q4|5ad1
Q9Y233|5dh4
P06276|5dyy
Q00987|5j7f
Q00987|5j7g
Q96RI1|5q0w
P32120|5tv1
Q9H9B1|5vsd
P37268|1ezf
P06202|1jet
P42790|1ke1
Q07343|1y2h
Q08638|2ces
P14740|2gbg
P27487|2ole
Q96RT1|2qbw
P00918|3mhl
P02766|3p3r
Q9H2K2|3ua9
O00255|4og8
P00797|4xx3
P02766|5a6i
P51449|5eth
P07900|5ggz
P0ABQ4|1dhi
P17707|1i72
P03367|1mrx
P08709|1wv7
P02766|2f8i
P28720|2qzr
Q8A3I4|2xib
P11609|3arg
Q9U9J6|3cz1
P28720|3gc5
P05067|3ifo
23476|3p5o
P0A988|3q4l
Q00987|3v3b
P56817|3veu
P56817|3vg1
P56817|4d83
P12497|4e1m
P50120|4efg
Q07820|4hw2
Q01567|4k0u
Q92769|4ly1
P26885|4nnr
P56817|4zpg
P14174|5hvt
Q9K2N0|5n4s
O15540|1fdq
P46925|2igx
Q81R22|3fl8
P52293|3l3q
P21146|3pvw
P61964|4ery
P00918|4itp
P56817|4j17
P14207|4kn2
Q51504|4l0l
P43490|4m6p
P07900|4xit
Q4ACU6|5izu
P06202|1b40
P04584|1hii
P01868|1kel
P08337|1ppx
P08337|1pun
P08337|1puq
P08337|1pus
P29353|1shc
P22498|2ceq
A2P1G9|2cgr
Q9BIH3|2pql
O38732|2qhz
P00918|2qoa
23476|2yel
P08337|3a6t
P28523|3fl5
Q00987|3iwy
P56817|3k5d
Q53ZC8|3o7u
P00918|3sbh
O92972|3u4o
Q5HGZ3|3u7l
P37268|3wcf
P58154|4alx
O00255|4gq6
P00918|4m2w
P28720|4puk
Q8N1Q1|4qjx
Q8I4W8|4r1e
Q8WUV3|4ryl
P56817|4xxs
O75311|5cfb
P39900|5i4o
Q9H8M2|5i7x
Q9H8M2|5i7y
P29375|5isl
P14174|5j7p
------|5li3
O00408|5tzx
Q6DRA1|5w12
P04035|3ccz
O76074|3hdz
P12271|4ciz
P17050|4do4
P00918|4iwz
P56817|4j0p
P08235|4pf3
Q4DA73|4yv2
B3PEE6|5i23
P35439|5vii
G5ELM1|5wzr
P63073|1ej4
Q9BH77|1nhg
O26708|1nj5
P16753|1nju
P16753|1nkm
P25774|1nqc
P00760|1o3h
P00760|1o3i
P26368|1opi
P05434|1oqp
Q14790|1qtn
O29280|1sw1
P00800|1tmn
P20701|1xdg
Q07343|1xmy
P00918|1zge
P0A722|2aq9
P10274|2b7f
P37231|2f4b
P07900|2fwz
Q96CA5|2i3i
A1Z093|2p59
O38732|2qi1
Q9AIU0|2uxi
Q89ZI2|2vvn
P52732|2xae
P02829|2xx2
P56109|3c52
Q07343|3hmv
P04058|3i6z
P00918|3n0n
Q96RI1|3oof
P00918|3r16
P00918|3s8x
------|3t0w
Q07817|4a1w
Q86W56|4b1j
O54438|4bo1
O54438|4bo2
P56524|4cbt
23476|4cl9
Q9FD73|4dpt
Q9FD73|4dpu
Q92731|4j24
P26663|4kai
P43889|4kpx
Q8DQB5|4mot
P00918|4qiy
P63086|4qyy
P00918|4riu
P00776|4sga
A6NFY8|4uiw
23476|4uix
O25294|4zla
Q13093|5i9i
Q38C91|5j58
Q38C91|5j59
Q8IKG4|5jo0
P29375|5k4l
P08235|5l7h
Q89ZI2|5mi6
P00746|5naw
P00746|5nba
P11609|5tw2
Q38C91|5v49
P00778|6lpr
Q04631|1o1s
P09955|2pj6
23476|3mxf
Q9FD73|3qt7
P56817|3uqp
P08235|3vhu
P0A590|3zxv
P56817|4d88
P56817|4j1c
Q9BJF5|4m84
Q6PFX9|4n4t
P0C6F2|4nyf
Q96RI1|5q1b
Q99814|5tbm
Q9NZN9|5u9i
P0A884|1jut
P00749|1owj
P00800|1qf1
P00517|1xh6
P00517|1ydt
Q08638|2j7e
Q13133|3ipu
P05089|3kv2
Q9FUZ2|3m6q
P00918|3mnu
Q39255|3ogm
P11838|3pww
P36639|4c9x
P56817|4jpe
O43570|4qj0
P56817|4rrn
P56817|5hdx
P35439|5i56
Q6DLV0|5jjs
Q96RI1|5q19
O15540|1fe3
P00734|2ank
P00742|2j2u
P00734|2r2m
P00734|3dhk
O67854|3gjd
P56817|3ivh
B0SWV2|4ayq
P00734|4az2
P18654|4mao
P04825|4q4i
Q8A3I4|4wsj
6046|5ek9
------|5f4p
P01860|5w38
P58154|1uw6
P52293|1y2a
P26663|2dxs
P50579|2ea4
Q9Y5Y6|2gv6
Q89ZI2|2vvs
6046|2ydw
Q6R308|3f7i
Q64444|3znc
Q38C91|4eg7
Q9UH99|4fi9
Q8RDN9|4mnp
------|4nhc
P56817|5dqc
E1FQP0|5hgq
P29375|5ivj
P09958|5mim
Q6DRA1|5w14
P03366|1bqm
P06737|1exv
P07858|1gmy
P42790|1ke2
P07711|1mhw
P06202|1qkb
P00918|1ttm
Q6DE08|2vrx
Q07817|2yq6
P42858|3lrh
P19491|3rtf
Q06GJ0|3s6t
A8DG50|3su2
P58154|3zdh
Q9H2K2|4bj9
O00408|4jib
Q38C91|4mw5
Q71DI3|4mzf
Q13946|4pm0
Q9H2K2|4ui4
23476|4z93
P56817|5hdz
Q96RI1|5q0x
------|5tgy
P29375|5v9t
P35963|1k6p
P22629|1swg
P52732|2g1q
Q24451|3ejt
P01892|3ft2
P01892|3ft3
Q10714|4ca7
P56817|4ewo
P56817|4ivs
Q9H244|4ntj
P00918|4q6d
Q9H2K2|4ui7
Q14145|4xmb
S5LVN3|4xuz
P00797|4xx4
P56817|5clm
Q04609|5ely
Q16790|5fl6
P03372|5fqs
P98170|5m6m
P06202|1b51
P00918|1cnx
Q9UN19|1fao
P0A7D4|1qf5
P29466|1rwx
P22681|1yvh
P00918|2aw1
Q08499|2fm5
P84092|2pr9
P18031|2vey
C1KHZ7|2xni
P0A4Z6|2y71
P19492|3dp4
Q96CA5|3f7g
P22748|3fw3
P00918|3m5e
O96935|3q43
P02879|3rti
Q9GJ77|3rwe
Q38C91|4eg6
P06280|4nxs
J9USJ9|4xtt
P09104|4zcw
P00523|5d12
Q13451|5diu
